0 0 11.84150937
1 0 11.84150937
2 0 11.84150937
3 0 11.84150937
4 0 11.84150937
0 1 11.84150937
1 1 11.84150937
2 1 11.84150937
3 1 11.84150937
4 1 11.84150937
0 2 11.84150937
1 2 11.84150937
2 2 11.84150937
3 2 11.84150937
4 2 11.84150937
0 3 11.84154466
1 3 11.84154947
2 3 11.84154947
3 3 11.84154947
4 3 11.84154947
0 4 11.84264762
1 4 11.84264762
2 4 11.84264762
3 4 11.84264762
4 4 11.84264762
0 5 11.8443225
1 5 11.8443225
2 5 11.8443225
3 5 11.8443225
4 5 11.8443225
0 6 11.84723239
1 6 11.84735822
2 6 11.84735822
3 6 11.84735822
4 6 11.84735822
0 7 11.85106495
1 7 11.85134628
2 7 11.85134914
3 7 11.85134914
4 7 11.85134914
0 8 11.85566573
1 8 11.85570544
2 8 11.85570544
3 8 11.85570544
4 8 11.85570544
0 9 11.86050906
1 9 11.86050906
2 9 11.86050906
3 9 11.86050906
4 9 11.86050906
0 10 11.86537298
1 10 11.86593562
2 10 11.86593562
3 10 11.86593562
4 10 11.86593562
0 11 11.87053285
1 11 11.87148444
2 11 11.87148444
3 11 11.87148444
4 11 11.87148444
0 12 11.87639932
1 12 11.87706665
2 12 11.87706665
3 12 11.87706665
4 12 11.87706665
0 13 11.88228295
1 13 11.88268149
2 13 11.88268149
3 13 11.88268149
4 13 11.88268149
0 14 11.88818358
1 14 11.88832817
2 14 11.88838001
3 14 11.88838001
4 14 11.88838001
0 15 11.89410107
1 15 11.89410107
2 15 11.89432235
3 15 11.89432235
4 15 11.89432235
0 16 11.90003526
1 16 11.90047649
2 16 11.90061327
3 16 11.90061327
4 16 11.90061327
0 17 11.90598599
1 17 11.90719396
2 17 11.90719396
3 17 11.90719396
4 17 11.90719396
0 18 11.9119531
1 18 11.91430302
2 18 11.91488265
3 18 11.91488363
4 18 11.91488463
0 19 11.91793642
1 19 11.92249562
2 19 11.92462386
3 19 11.92462386
4 19 11.92462386
0 20 11.92428251
1 20 11.93377935
2 20 11.93611494
3 20 11.93613516
4 20 11.93613516
0 21 11.930952
1 21 11.94874764
2 21 11.9495653
3 21 11.94957791
4 21 11.94957791
0 22 11.93847384
1 22 11.96565119
2 22 11.96571002
3 22 11.96575439
4 22 11.96575612
0 23 11.94749202
1 23 11.98273762
2 23 11.98275559
3 23 11.98276364
4 23 11.98276364
0 24 11.95728691
1 24 12.00068621
2 24 12.00071881
3 24 12.00071881
4 24 12.00071881
0 25 11.96875593
1 25 12.01905859
2 25 12.01905859
3 25 12.01905859
4 25 12.01905859
0 26 11.98238134
1 26 12.0375434
2 26 12.03755482
3 26 12.03755482
4 26 12.03755482
0 27 11.99784258
1 27 12.05666927
2 27 12.05666954
3 27 12.05666954
4 27 12.05666998
0 28 12.01489089
1 28 12.07618646
2 28 12.07674852
3 28 12.07684379
4 28 12.07684379
0 29 12.03287957
1 29 12.09637691
2 29 12.09756483
3 29 12.09773839
4 29 12.09773839
0 30 12.05369682
1 30 12.11782419
2 30 12.11875345
3 30 12.11904494
4 30 12.11904494
0 31 12.0753158
1 31 12.13983385
2 31 12.14034895
3 31 12.14084208
4 31 12.14084208
0 32 12.09694021
1 32 12.16245607
2 32 12.16312854
3 32 12.163813
4 32 12.16383151
0 33 12.11859024
1 33 12.18517596
2 33 12.18680911
3 33 12.18853533
4 33 12.18875699
0 34 12.14028043
1 34 12.20796989
2 34 12.2113081
3 34 12.21470222
4 34 12.2147288
0 35 12.16196945
1 35 12.23084603
2 35 12.23739114
3 35 12.24152991
4 35 12.2415703
0 36 12.18522094
1 36 12.25412821
2 36 12.26430201
3 36 12.26928182
4 36 12.26947652
0 37 12.20920972
1 37 12.27791313
2 37 12.29220616
3 37 12.29860917
4 37 12.2986364
0 38 12.23321421
1 38 12.30193732
2 38 12.3222985
3 38 12.32909425
4 38 12.32910535
0 39 12.25758168
1 39 12.32691087
2 39 12.35662004
3 39 12.36370874
4 39 12.36404868
0 40 12.28210518
1 40 12.35918941
2 40 12.39614215
3 40 12.40429332
4 40 12.40538993
0 41 12.30881031
1 41 12.39979374
2 41 12.44082327
3 41 12.45208999
4 41 12.45376584
0 42 12.33560498
1 42 12.44348564
2 42 12.4916733
3 42 12.50709285
4 42 12.50896141
0 43 12.36243752
1 43 12.48776099
2 43 12.54457998
3 43 12.5665848
4 43 12.56787517
0 44 12.38930708
1 44 12.53703951
2 44 12.60002406
3 44 12.62902136
4 44 12.63081378
0 45 12.41621282
1 45 12.59082555
2 45 12.65823022
3 45 12.69837281
4 45 12.70112138
0 46 12.44377142
1 46 12.64567227
2 46 12.72298712
3 46 12.77283248
4 46 12.77910727
0 47 12.4779036
1 47 12.70132806
2 47 12.79643811
3 47 12.85750286
4 47 12.86808673
0 48 12.51661963
1 48 12.75780181
2 48 12.87301044
3 48 12.95034579
4 48 12.96606191
0 49 12.56018111
1 49 12.81514288
2 49 12.95574694
3 49 13.04905852
4 49 13.07307662
0 50 12.60509386
1 50 12.87440619
2 50 13.04632312
3 50 13.15694002
4 50 13.18724438
